company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,total_pax,lap_child_count,is_child_count,is_stroller_user_count,basic_economy_pax,ssr_count,Hot Transfer,Checked,Transfer,departure_delay,ground_time_deficit,load_factor,ssr_per_pax,child_ratio,basic_economy_ratio,total_bags,bags_per_pax,iso_country_code,is_international
UA,1710,2025-08-11,ORD,SMF,2025-08-11 19:59:00+00:00,2025-08-11T22:32:00Z,2025-08-11 20:03:00+00:00,2025-08-11T22:25:00Z,166,B737-800,Mainline,64,58,51,181,2,6,2,30,4.0,1.0,35.0,112.0,4.0,13,1.0903614457831325,0.022099447513812154,0.04419889502762431,0.16574585635359115,147.0,0.8121546961325967,US,0
UA,929,2025-08-02,ORD,LHR,2025-08-02 16:05:00+00:00,2025-08-03T06:20:00Z,2025-08-02 16:50:00+00:00,2025-08-03T06:21:00Z,167,B767-300,Mainline,280,331,145,206,2,12,3,0,26.0,2.0,68.0,88.0,45.0,135,1.2335329341317365,0.1262135922330097,0.06796116504854369,0.0,156.0,0.7572815533980582,GB,1
UA,1756,2025-08-03,ORD,YYZ,2025-08-03 21:14:00+00:00,2025-08-03T23:58:00Z,2025-08-03 21:26:00+00:00,2025-08-03T23:52:00Z,166,B737-800,Mainline,74,58,65,167,2,4,0,23,3.0,11.0,27.0,37.0,12.0,9,1.0060240963855422,0.017964071856287425,0.03592814371257485,0.1377245508982036,64.0,0.38323353293413176,CA,1
G7,4501,2025-08-13,ORD,AVP,2025-08-13 13:55:00+00:00,2025-08-13T16:55:00Z,2025-08-13 13:50:00+00:00,2025-08-13T16:43:00Z,50,CRJ-550,Express,58,78,29,50,1,0,0,3,6.0,8.0,10.0,25.0,-5.0,29,1.0,0.12,0.02,0.06,35.0,0.7,US,0
G7,4559,2025-08-05,ORD,SDF,2025-08-05 10:55:00+00:00,2025-08-05T13:24:00Z,2025-08-05 10:47:00+00:00,2025-08-05T13:16:00Z,50,CRJ-550,Express,67,63,29,42,0,1,0,4,2.0,1.0,4.0,11.0,-8.0,38,0.84,0.047619047619047616,0.023809523809523808,0.09523809523809523,15.0,0.35714285714285715,US,0
UA,1775,2025-08-12,ORD,FLL,2025-08-12 10:45:00+00:00,2025-08-12T15:03:00Z,2025-08-12 10:41:00+00:00,2025-08-12T14:43:00Z,179,B737-MAX9,Mainline,89,82,62,201,3,11,3,19,15.0,2.0,90.0,37.0,-4.0,27,1.1229050279329609,0.07462686567164178,0.06965174129353234,0.0945273631840796,127.0,0.6318407960199005,US,0
OO,5968,2025-08-02,ORD,ACK,2025-08-02 10:35:00+00:00,2025-08-02T14:29:00Z,2025-08-02 10:31:00+00:00,2025-08-02T13:54:00Z,76,ERJ-175,Express,74,62,34,120,1,10,3,0,0.0,14.0,68.0,3.0,-4.0,40,1.5789473684210527,0.0,0.09166666666666666,0.0,71.0,0.5916666666666667,US,0
OO,5131,2025-08-01,ORD,CMX,2025-08-01 16:15:00+00:00,2025-08-01T18:52:00Z,2025-08-01 17:00:00+00:00,2025-08-01T19:41:00Z,50,CRJ-200,Express,22,41,29,52,1,2,0,2,4.0,0.0,28.0,23.0,45.0,-7,1.04,0.07692307692307693,0.057692307692307696,0.038461538461538464,51.0,0.9807692307692307,US,0
YX,3569,2025-08-01,ORD,DTW,2025-08-01 13:00:00+00:00,2025-08-01T15:32:00Z,2025-08-01 12:57:00+00:00,2025-08-01T15:28:00Z,76,ERJ-175,Express,52,78,34,90,1,5,1,3,0.0,2.0,13.0,40.0,-3.0,18,1.1842105263157894,0.0,0.06666666666666667,0.03333333333333333,53.0,0.5888888888888889,US,0
UA,2691,2025-08-03,ORD,EWR,2025-08-03 08:35:00+00:00,2025-08-03T11:53:00Z,2025-08-03 08:49:00+00:00,2025-08-03T12:10:00Z,179,B737-MAX9,Mainline,74,55,56,194,0,7,1,12,11.0,3.0,72.0,13.0,14.0,18,1.0837988826815643,0.05670103092783505,0.03608247422680412,0.061855670103092786,85.0,0.4381443298969072,US,0
UA,1010,2025-08-15,ORD,DCA,2025-08-15 08:00:00+00:00,2025-08-15T10:56:00Z,2025-08-15 07:59:00+00:00,2025-08-15T10:44:00Z,150,A320-200,Mainline,642,658,46,76,0,4,0,7,0.0,5.0,16.0,15.0,-1.0,596,0.5066666666666667,0.0,0.05263157894736842,0.09210526315789473,31.0,0.40789473684210525,US,0
OO,4766,2025-08-13,ORD,OKC,2025-08-13 16:45:00+00:00,2025-08-13T19:04:00Z,2025-08-13 16:42:00+00:00,2025-08-13T18:46:00Z,50,CRJ-550,Express,42,40,29,49,1,1,0,3,1.0,4.0,8.0,34.0,-3.0,13,0.98,0.02040816326530612,0.04081632653061224,0.061224489795918366,42.0,0.8571428571428571,US,0
OO,5930,2025-08-03,ORD,FAR,2025-08-03 13:20:00+00:00,2025-08-03T15:29:00Z,2025-08-03 13:24:00+00:00,2025-08-03T15:27:00Z,50,CRJ-200,Express,16,48,29,68,1,4,1,6,0.0,2.0,30.0,32.0,4.0,-13,1.36,0.0,0.07352941176470588,0.08823529411764706,62.0,0.9117647058823529,US,0
OO,4748,2025-08-11,ORD,ATW,2025-08-11 20:20:00+00:00,2025-08-11T21:35:00Z,2025-08-11 20:44:00+00:00,2025-08-11T21:46:00Z,50,CRJ-550,Express,124,153,29,54,0,2,0,9,0.0,1.0,2.0,33.0,24.0,95,1.08,0.0,0.037037037037037035,0.16666666666666666,35.0,0.6481481481481481,US,0
OO,5437,2025-08-03,ORD,DLH,2025-08-03 12:50:00+00:00,2025-08-03T14:28:00Z,2025-08-03 12:44:00+00:00,2025-08-03T14:10:00Z,50,CRJ-550,Express,300,295,29,47,0,0,0,3,12.0,1.0,3.0,27.0,-6.0,271,0.94,0.2553191489361702,0.0,0.06382978723404255,30.0,0.6382978723404256,US,0
UA,2394,2025-08-15,ORD,DEN,2025-08-15 18:35:00+00:00,2025-08-15T20:36:00Z,2025-08-15 18:44:00+00:00,2025-08-15T20:40:00Z,234,B757-300,Mainline,93,98,66,230,2,6,2,24,0.0,0.0,69.0,42.0,9.0,27,0.9829059829059829,0.0,0.034782608695652174,0.10434782608695652,111.0,0.4826086956521739,US,0
UA,2661,2025-08-07,ORD,LGA,2025-08-07 10:00:00+00:00,2025-08-07T13:18:00Z,2025-08-07 09:55:00+00:00,2025-08-07T12:53:00Z,166,B737-800,Mainline,151,139,51,182,1,4,0,20,18.0,3.0,86.0,2.0,-5.0,100,1.0963855421686748,0.0989010989010989,0.027472527472527472,0.10989010989010989,88.0,0.4835164835164835,US,0
UA,1983,2025-08-03,ORD,LAX,2025-08-03 16:50:00+00:00,2025-08-03T19:21:00Z,2025-08-03 16:50:00+00:00,2025-08-03T19:08:00Z,179,B737-MAX9,Mainline,126,126,56,199,0,6,1,19,3.0,5.0,99.0,22.0,0.0,70,1.111731843575419,0.01507537688442211,0.03015075376884422,0.09547738693467336,121.0,0.6080402010050251,US,0
UA,1775,2025-08-11,ORD,FLL,2025-08-11 10:45:00+00:00,2025-08-11T15:03:00Z,2025-08-11 10:50:00+00:00,2025-08-11T15:02:00Z,179,B737-MAX9,Mainline,62,70,56,201,1,6,1,15,6.0,1.0,99.0,10.0,5.0,6,1.1229050279329609,0.029850746268656716,0.03482587064676617,0.07462686567164178,109.0,0.5422885572139303,US,0
YX,3700,2025-08-01,ORD,BNA,2025-08-01 07:25:00+00:00,2025-08-01T09:13:00Z,2025-08-01 07:23:00+00:00,2025-08-01T08:54:00Z,76,ERJ-175,Express,55,75,34,76,0,1,0,4,0.0,1.0,31.0,12.0,-2.0,21,1.0,0.0,0.013157894736842105,0.05263157894736842,43.0,0.5657894736842105,US,0
UA,1306,2025-08-10,ORD,TPA,2025-08-10 07:30:00+00:00,2025-08-10T11:21:00Z,2025-08-10 08:52:00+00:00,2025-08-10T12:35:00Z,179,B737-MAX9,Mainline,92,63,62,220,3,13,1,35,13.0,1.0,101.0,33.0,82.0,30,1.229050279329609,0.05909090909090909,0.07272727272727272,0.1590909090909091,134.0,0.6090909090909091,US,0
OO,5555,2025-08-07,ORD,MKE,2025-08-07 18:10:00+00:00,2025-08-07T19:10:00Z,2025-08-07 19:46:00+00:00,2025-08-07T20:38:00Z,50,CRJ-200,Express,-32,34,29,47,0,1,0,4,3.0,0.0,18.0,35.0,96.0,-61,0.94,0.06382978723404255,0.02127659574468085,0.0851063829787234,53.0,1.127659574468085,US,0
UA,2290,2025-08-10,ORD,DFW,2025-08-10 12:45:00+00:00,2025-08-10T15:22:00Z,2025-08-10 13:40:00+00:00,2025-08-10T16:02:00Z,179,B737-900,Mainline,185,63,56,214,2,9,3,7,14.0,3.0,49.0,14.0,55.0,129,1.1955307262569832,0.06542056074766354,0.0514018691588785,0.03271028037383177,63.0,0.29439252336448596,US,0
UA,2347,2025-08-09,ORD,CLE,2025-08-09 21:15:00+00:00,2025-08-09T23:41:00Z,2025-08-09 21:34:00+00:00,2025-08-09T23:57:00Z,166,B737-MAX8,Mainline,185,187,114,143,0,10,2,21,26.0,41.0,3.0,67.0,19.0,71,0.8614457831325302,0.18181818181818182,0.06993006993006994,0.14685314685314685,70.0,0.48951048951048953,US,0
UA,1655,2025-08-04,ORD,DCA,2025-08-04 18:00:00+00:00,2025-08-04T21:02:00Z,2025-08-04 18:30:00+00:00,2025-08-04T21:27:00Z,150,A320-200,Mainline,54,54,46,156,0,2,1,16,2.0,24.0,40.0,21.0,30.0,8,1.04,0.01282051282051282,0.01282051282051282,0.10256410256410256,61.0,0.391025641025641,US,0
UA,660,2025-08-08,ORD,SAN,2025-08-08 09:05:00+00:00,2025-08-08T11:33:00Z,2025-08-08 08:59:00+00:00,2025-08-08T11:13:00Z,200,A321-2NX,Mainline,2416,2376,62,245,2,12,5,32,6.0,9.0,65.0,39.0,-6.0,2354,1.225,0.024489795918367346,0.05714285714285714,0.1306122448979592,104.0,0.42448979591836733,US,0
G7,4529,2025-08-04,ORD,SGF,2025-08-04 08:55:00+00:00,2025-08-04T10:48:00Z,2025-08-04 09:23:00+00:00,2025-08-04T11:04:00Z,50,CRJ-550,Express,50,81,29,54,0,2,0,2,3.0,2.0,4.0,32.0,28.0,21,1.08,0.05555555555555555,0.037037037037037035,0.037037037037037035,36.0,0.6666666666666666,US,0
UA,721,2025-08-01,ORD,BOS,2025-08-01 09:15:00+00:00,2025-08-01T12:50:00Z,2025-08-01 09:09:00+00:00,2025-08-01T12:43:00Z,179,B737-MAX9,Mainline,80,74,56,216,2,11,4,8,9.0,0.0,105.0,24.0,-6.0,24,1.2067039106145252,0.041666666666666664,0.06018518518518518,0.037037037037037035,129.0,0.5972222222222222,US,0
G7,4610,2025-08-04,ORD,XNA,2025-08-04 12:41:00+00:00,2025-08-04T14:35:00Z,2025-08-04 12:42:00+00:00,2025-08-04T14:25:00Z,50,CRJ-550,Express,36,45,29,47,0,0,0,1,1.0,2.0,4.0,7.0,1.0,7,0.94,0.02127659574468085,0.0,0.02127659574468085,11.0,0.23404255319148937,US,0
UA,1182,2025-08-07,ORD,SJC,2025-08-07 19:55:00+00:00,2025-08-07T22:35:00Z,2025-08-07 20:08:00+00:00,2025-08-07T22:31:00Z,150,A320-200,Mainline,60,74,46,172,0,8,1,19,6.0,6.0,47.0,40.0,13.0,14,1.1466666666666667,0.03488372093023256,0.046511627906976744,0.11046511627906977,87.0,0.5058139534883721,US,0
UA,2418,2025-08-10,ORD,PHL,2025-08-10 07:35:00+00:00,2025-08-10T10:47:00Z,2025-08-10 07:33:00+00:00,2025-08-10T10:33:00Z,150,A320-200,Mainline,67,72,52,147,1,5,1,19,7.0,0.0,36.0,34.0,-2.0,15,0.98,0.047619047619047616,0.04081632653061224,0.1292517006802721,70.0,0.47619047619047616,US,0
UA,1291,2025-08-07,ORD,IAH,2025-08-07 21:50:00+00:00,2025-08-08T00:40:00Z,2025-08-07 23:28:00+00:00,2025-08-08T01:50:00Z,200,A321-2NX,Mainline,17,89,62,245,1,11,1,24,23.0,0.0,42.0,95.0,98.0,-45,1.225,0.09387755102040816,0.04897959183673469,0.09795918367346938,137.0,0.5591836734693878,US,0
UA,576,2025-08-05,ORD,LAX,2025-08-05 15:35:00+00:00,2025-08-05T18:06:00Z,2025-08-05 15:53:00+00:00,2025-08-05T18:14:00Z,200,A321-2NX,Mainline,175,47,62,247,2,15,2,26,4.0,35.0,83.0,31.0,18.0,113,1.235,0.016194331983805668,0.06882591093117409,0.10526315789473684,114.0,0.46153846153846156,US,0
OO,4718,2025-08-07,ORD,DAY,2025-08-07 14:30:00+00:00,2025-08-07T16:58:00Z,2025-08-07 14:27:00+00:00,2025-08-07T17:24:00Z,50,CRJ-550,Express,422,453,29,53,1,1,0,2,4.0,0.0,7.0,19.0,-3.0,393,1.06,0.07547169811320754,0.03773584905660377,0.03773584905660377,26.0,0.49056603773584906,US,0
UA,1923,2025-08-12,ORD,CID,2025-08-12 20:05:00+00:00,2025-08-12T21:21:00Z,2025-08-12 23:20:00+00:00,2025-08-13T00:19:00Z,126,B737-700,Mainline,70,58,43,146,1,7,2,23,10.0,4.0,5.0,100.0,195.0,27,1.1587301587301588,0.0684931506849315,0.0547945205479452,0.15753424657534246,105.0,0.7191780821917808,US,0
UA,1742,2025-08-12,ORD,JAX,2025-08-12 18:26:00+00:00,2025-08-12T22:00:00Z,2025-08-12 18:38:00+00:00,2025-08-12T22:56:00Z,166,B737-800,Mainline,90,48,51,127,0,8,1,5,3.0,0.0,12.0,66.0,12.0,39,0.7650602409638554,0.023622047244094488,0.06299212598425197,0.03937007874015748,78.0,0.6141732283464567,US,0
G7,4549,2025-08-08,ORD,MLI,2025-08-08 14:00:00+00:00,2025-08-08T15:07:00Z,2025-08-08 16:06:00+00:00,2025-08-08T17:07:00Z,50,CRJ-550,Express,71,68,29,41,0,1,0,3,0.0,7.0,0.0,19.0,126.0,42,0.82,0.0,0.024390243902439025,0.07317073170731707,19.0,0.4634146341463415,US,0
UA,1980,2025-08-13,ORD,LGA,2025-08-13 06:00:00+00:00,2025-08-13T09:11:00Z,2025-08-13 05:53:00+00:00,2025-08-13T09:07:00Z,166,B737-800,Mainline,387,372,51,130,0,0,0,11,0.0,4.0,21.0,23.0,-7.0,336,0.7831325301204819,0.0,0.0,0.08461538461538462,44.0,0.3384615384615385,US,0
UA,1044,2025-08-09,ORD,LAX,2025-08-09 09:05:00+00:00,2025-08-09T11:40:00Z,2025-08-09 09:04:00+00:00,2025-08-09T11:21:00Z,234,B757-300,Mainline,777,613,66,281,1,14,5,30,10.0,5.0,90.0,62.0,-1.0,711,1.2008547008547008,0.03558718861209965,0.05338078291814947,0.10676156583629894,152.0,0.5409252669039146,US,0
UA,1801,2025-08-13,ORD,DEN,2025-08-13 16:20:00+00:00,2025-08-13T18:12:00Z,2025-08-13 16:24:00+00:00,2025-08-13T18:05:00Z,234,B757-300,Mainline,88,95,66,258,1,7,2,7,59.0,1.0,69.0,81.0,4.0,22,1.1025641025641026,0.22868217054263565,0.031007751937984496,0.027131782945736434,150.0,0.5813953488372093,US,0
UA,1182,2025-08-01,ORD,SJC,2025-08-01 19:59:00+00:00,2025-08-01T22:39:00Z,2025-08-01 20:08:00+00:00,2025-08-01T22:41:00Z,126,A319-100,Mainline,84,82,43,140,1,4,0,10,12.0,0.0,39.0,67.0,9.0,41,1.1111111111111112,0.08571428571428572,0.03571428571428571,0.07142857142857142,106.0,0.7571428571428571,US,0
OO,5099,2025-08-13,ORD,CIU,2025-08-13 12:40:00+00:00,2025-08-13T15:09:00Z,2025-08-13 12:38:00+00:00,2025-08-13T14:51:00Z,50,CRJ-200,Express,70,99,29,47,2,1,0,3,4.0,3.0,23.0,25.0,-2.0,41,0.94,0.0851063829787234,0.06382978723404255,0.06382978723404255,48.0,1.0212765957446808,US,0
UA,1708,2025-08-14,ORD,CLE,2025-08-14 19:35:00+00:00,2025-08-14T22:00:00Z,2025-08-14 19:40:00+00:00,2025-08-14T21:50:00Z,179,B737-900,Mainline,79,93,56,219,2,10,3,10,5.0,14.0,36.0,56.0,5.0,23,1.223463687150838,0.0228310502283105,0.0547945205479452,0.045662100456621,92.0,0.4200913242009132,US,0
G7,4559,2025-08-13,ORD,SDF,2025-08-13 10:55:00+00:00,2025-08-13T13:24:00Z,2025-08-13 10:51:00+00:00,2025-08-13T13:11:00Z,50,CRJ-550,Express,62,72,29,50,0,0,0,2,6.0,0.0,7.0,18.0,-4.0,33,1.0,0.12,0.0,0.04,25.0,0.5,US,0
OO,5868,2025-08-05,ORD,YWG,2025-08-05 19:58:00+00:00,2025-08-05T22:33:00Z,2025-08-05 19:57:00+00:00,2025-08-05T22:25:00Z,76,ERJ-175,Express,169,178,42,47,0,2,1,4,4.0,0.0,2.0,29.0,-1.0,127,0.618421052631579,0.0851063829787234,0.0425531914893617,0.0851063829787234,31.0,0.6595744680851063,CA,1
OO,5999,2025-08-11,ORD,OKC,2025-08-11 13:20:00+00:00,2025-08-11T15:49:00Z,2025-08-11 14:03:00+00:00,2025-08-11T18:14:00Z,70,ERJ-175,Express,41,34,34,78,0,3,1,3,1.0,0.0,3.0,38.0,43.0,7,1.1142857142857143,0.01282051282051282,0.038461538461538464,0.038461538461538464,41.0,0.5256410256410257,US,0
UA,2243,2025-08-09,ORD,RIC,2025-08-09 18:20:00+00:00,2025-08-09T21:30:00Z,2025-08-09 18:18:00+00:00,2025-08-09T21:24:00Z,150,A320-200,Mainline,86,93,46,151,0,8,1,19,2.0,0.0,42.0,82.0,-2.0,40,1.0066666666666666,0.013245033112582781,0.052980132450331126,0.12582781456953643,124.0,0.8211920529801324,US,0
OO,5262,2025-08-01,ORD,LNK,2025-08-01 12:45:00+00:00,2025-08-01T14:35:00Z,2025-08-01 12:41:00+00:00,2025-08-01T14:24:00Z,50,CRJ-200,Express,55,54,29,54,0,2,0,4,4.0,3.0,30.0,17.0,-4.0,26,1.08,0.07407407407407407,0.037037037037037035,0.07407407407407407,47.0,0.8703703703703703,US,0
YX,3690,2025-08-02,ORD,IND,2025-08-02 15:40:00+00:00,2025-08-02T17:53:00Z,2025-08-02 15:40:00+00:00,2025-08-02T17:40:00Z,76,ERJ-175,Express,45,52,34,85,0,5,1,4,4.0,24.0,0.0,30.0,0.0,11,1.118421052631579,0.047058823529411764,0.058823529411764705,0.047058823529411764,30.0,0.35294117647058826,US,0
OO,5275,2025-08-04,ORD,DLH,2025-08-04 20:15:00+00:00,2025-08-04T22:00:00Z,2025-08-04 20:06:00+00:00,2025-08-04T21:43:00Z,50,CRJ-550,Express,85,72,29,55,0,2,1,4,1.0,1.0,7.0,23.0,-9.0,56,1.1,0.01818181818181818,0.03636363636363636,0.07272727272727272,30.0,0.5454545454545454,US,0
UA,2657,2025-08-09,ORD,IAH,2025-08-09 12:45:00+00:00,2025-08-09T15:40:00Z,2025-08-09 12:43:00+00:00,2025-08-09T15:20:00Z,179,B737-MAX9,Mainline,94,122,56,214,0,10,1,7,13.0,16.0,190.0,41.0,-2.0,38,1.1955307262569832,0.06074766355140187,0.04672897196261682,0.03271028037383177,231.0,1.0794392523364487,US,0
G7,4390,2025-08-14,ORD,CHA,2025-08-14 14:09:00+00:00,2025-08-14T16:55:00Z,2025-08-14 14:47:00+00:00,2025-08-14T17:20:00Z,50,CRJ-550,Express,124,173,29,54,1,1,0,1,11.0,1.0,5.0,32.0,38.0,95,1.08,0.2037037037037037,0.037037037037037035,0.018518518518518517,37.0,0.6851851851851852,US,0
OO,5593,2025-08-08,ORD,MEM,2025-08-08 08:57:00+00:00,2025-08-08T11:02:00Z,2025-08-08 09:41:00+00:00,2025-08-08T11:30:00Z,76,ERJ-175,Express,-24,27,34,53,0,1,0,7,6.0,1.0,13.0,19.0,44.0,-58,0.6973684210526315,0.11320754716981132,0.018867924528301886,0.1320754716981132,32.0,0.6037735849056604,US,0
OO,5215,2025-08-01,ORD,LNK,2025-08-01 09:06:00+00:00,2025-08-01T11:05:00Z,2025-08-01 08:58:00+00:00,2025-08-01T11:05:00Z,50,CRJ-200,Express,91,73,29,52,0,3,0,6,0.0,0.0,18.0,23.0,-8.0,62,1.04,0.0,0.057692307692307696,0.11538461538461539,41.0,0.7884615384615384,US,0
OO,5603,2025-08-15,ORD,FNT,2025-08-15 20:08:00+00:00,2025-08-15T22:30:00Z,2025-08-15 20:58:00+00:00,2025-08-15T23:32:00Z,50,CRJ-200,Express,86,42,29,56,0,2,1,10,8.0,0.0,7.0,33.0,50.0,57,1.12,0.14285714285714285,0.03571428571428571,0.17857142857142858,40.0,0.7142857142857143,US,0
OO,5810,2025-08-13,ORD,PIA,2025-08-13 20:20:00+00:00,2025-08-13T21:32:00Z,2025-08-13 20:22:00+00:00,2025-08-13T21:18:00Z,50,CRJ-200,Express,90,95,29,29,0,0,0,1,4.0,0.0,17.0,29.0,2.0,61,0.58,0.13793103448275862,0.0,0.034482758620689655,46.0,1.5862068965517242,US,0
G7,4406,2025-08-11,ORD,TVC,2025-08-11 09:25:00+00:00,2025-08-11T11:54:00Z,2025-08-11 09:18:00+00:00,2025-08-11T11:47:00Z,50,CRJ-550,Express,787,750,29,52,0,1,0,3,0.0,1.0,15.0,12.0,-7.0,758,1.04,0.0,0.019230769230769232,0.057692307692307696,27.0,0.5192307692307693,US,0
G7,4474,2025-08-01,ORD,AVL,2025-08-01 07:25:00+00:00,2025-08-01T10:21:00Z,2025-08-01 07:16:00+00:00,2025-08-01T09:59:00Z,50,CRJ-550,Express,669,646,29,44,0,0,0,8,0.0,1.0,11.0,10.0,-9.0,640,0.88,0.0,0.0,0.18181818181818182,21.0,0.4772727272727273,US,0
OO,5405,2025-08-03,ORD,SCE,2025-08-03 07:25:00+00:00,2025-08-03T10:20:00Z,2025-08-03 07:34:00+00:00,2025-08-03T10:29:00Z,50,CRJ-200,Express,-10,34,29,44,0,2,0,9,8.0,4.0,23.0,15.0,9.0,-39,0.88,0.18181818181818182,0.045454545454545456,0.20454545454545456,38.0,0.8636363636363636,US,0
UA,1775,2025-08-04,ORD,FLL,2025-08-04 10:45:00+00:00,2025-08-04T17:01:00Z,2025-08-04 10:44:00+00:00,2025-08-04T17:01:00Z,179,B737-MAX9,Mainline,743,768,56,192,1,4,0,12,13.0,1.0,25.0,5.0,-1.0,687,1.0726256983240223,0.06770833333333333,0.026041666666666668,0.0625,30.0,0.15625,US,0
UA,476,2025-08-12,ORD,CVG,2025-08-12 10:53:00+00:00,2025-08-12T13:14:00Z,2025-08-12 10:48:00+00:00,2025-08-12T12:57:00Z,126,A319-100,Mainline,75,64,43,109,1,2,0,2,0.0,2.0,29.0,28.0,-5.0,32,0.8650793650793651,0.0,0.027522935779816515,0.01834862385321101,57.0,0.5229357798165137,US,0
OO,5094,2025-08-08,ORD,RHI,2025-08-08 10:57:00+00:00,2025-08-08T12:19:00Z,2025-08-08 10:47:00+00:00,2025-08-08T12:04:00Z,50,CRJ-200,Express,173,44,29,46,0,1,0,1,0.0,0.0,12.0,18.0,-10.0,144,0.92,0.0,0.021739130434782608,0.021739130434782608,30.0,0.6521739130434783,US,0
UA,938,2025-08-05,ORD,LHR,2025-08-05 21:25:00+00:00,2025-08-06T11:45:00Z,2025-08-05 21:32:00+00:00,2025-08-06T11:38:00Z,167,B767-300,Mainline,245,227,145,204,1,13,1,0,27.0,0.0,83.0,52.0,7.0,100,1.221556886227545,0.1323529411764706,0.06862745098039216,0.0,135.0,0.6617647058823529,GB,1
UA,2609,2025-08-07,ORD,SNA,2025-08-07 09:04:00+00:00,2025-08-07T11:38:00Z,2025-08-07 08:59:00+00:00,2025-08-07T11:43:00Z,126,B737-700,Mainline,59,69,43,180,4,15,6,4,4.0,0.0,49.0,26.0,-5.0,16,1.4285714285714286,0.022222222222222223,0.10555555555555556,0.022222222222222223,75.0,0.4166666666666667,US,0
UA,1905,2025-08-01,ORD,PIT,2025-08-01 18:10:00+00:00,2025-08-01T20:51:00Z,2025-08-01 18:07:00+00:00,2025-08-01T21:19:00Z,150,A320-200,Mainline,60,54,46,187,0,10,2,8,13.0,13.0,15.0,84.0,-3.0,14,1.2466666666666666,0.06951871657754011,0.053475935828877004,0.0427807486631016,99.0,0.5294117647058824,US,0
UA,2618,2025-08-01,ORD,STL,2025-08-01 14:23:00+00:00,2025-08-01T15:47:00Z,2025-08-01 14:27:00+00:00,2025-08-01T15:39:00Z,126,A319-100,Mainline,69,95,43,142,2,7,1,10,1.0,1.0,7.0,89.0,4.0,26,1.126984126984127,0.007042253521126761,0.06338028169014084,0.07042253521126761,96.0,0.676056338028169,US,0
UA,1258,2025-08-09,ORD,UVF,2025-08-09 08:47:00+00:00,2025-08-09T15:30:00Z,2025-08-09 08:42:00+00:00,2025-08-09T15:24:00Z,126,B737-700,Mainline,72,82,52,139,2,10,2,4,9.0,0.0,50.0,35.0,-5.0,20,1.1031746031746033,0.06474820143884892,0.08633093525179857,0.02877697841726619,85.0,0.6115107913669064,LC,1
UA,310,2025-08-12,ORD,MCI,2025-08-12 15:53:00+00:00,2025-08-12T17:31:00Z,2025-08-12 16:24:00+00:00,2025-08-12T19:12:00Z,126,A319-100,Mainline,58,89,43,144,1,6,1,2,13.0,0.0,14.0,78.0,31.0,15,1.1428571428571428,0.09027777777777778,0.04861111111111111,0.013888888888888888,92.0,0.6388888888888888,US,0
UA,767,2025-08-14,ORD,DEN,2025-08-14 21:32:00+00:00,2025-08-14T23:22:00Z,2025-08-14 21:27:00+00:00,2025-08-14T23:08:00Z,200,A321-2NX,Mainline,67,82,62,204,0,5,1,24,4.0,3.0,20.0,40.0,-5.0,5,1.02,0.0196078431372549,0.024509803921568627,0.11764705882352941,60.0,0.29411764705882354,US,0
UA,422,2025-08-02,ORD,ATH,2025-08-02 16:15:00+00:00,2025-08-03T10:30:00Z,2025-08-02 16:18:00+00:00,2025-08-03T10:33:00Z,318,B787-10,Mainline,185,208,155,340,2,14,1,0,26.0,0.0,143.0,143.0,3.0,30,1.069182389937107,0.07647058823529412,0.047058823529411764,0.0,286.0,0.8411764705882353,GR,1
UA,490,2025-08-01,ORD,SAT,2025-08-01 08:45:00+00:00,2025-08-01T11:45:00Z,2025-08-01 08:42:00+00:00,2025-08-01T11:44:00Z,126,B737-700,Mainline,72,82,43,141,1,6,1,16,21.0,28.0,31.0,23.0,-3.0,29,1.119047619047619,0.14893617021276595,0.04964539007092199,0.11347517730496454,54.0,0.3829787234042553,US,0
UA,291,2025-08-13,ORD,BDL,2025-08-13 18:15:00+00:00,2025-08-13T21:36:00Z,2025-08-13 18:39:00+00:00,2025-08-13T21:31:00Z,150,A320-200,Mainline,70,103,46,168,0,6,2,9,6.0,0.0,14.0,57.0,24.0,24,1.12,0.03571428571428571,0.03571428571428571,0.05357142857142857,71.0,0.4226190476190476,US,0
OO,5748,2025-08-11,ORD,YWG,2025-08-11 13:02:00+00:00,2025-08-11T15:31:00Z,2025-08-11 13:10:00+00:00,2025-08-11T15:12:00Z,70,ERJ-175,Express,47,77,42,71,1,3,1,2,6.0,2.0,24.0,29.0,8.0,5,1.0142857142857142,0.08450704225352113,0.056338028169014086,0.028169014084507043,53.0,0.7464788732394366,CA,1
UA,2369,2025-08-11,ORD,AUS,2025-08-11 08:50:00+00:00,2025-08-11T11:44:00Z,2025-08-11 08:47:00+00:00,2025-08-11T11:31:00Z,179,B737-900,Mainline,67,69,56,200,2,6,3,12,4.0,11.0,61.0,25.0,-3.0,11,1.1173184357541899,0.02,0.04,0.06,86.0,0.43,US,0
